,Stage Name,Full Name,Date of Birth,Group,Country,Second Country,Birthplace,Other Group,Former Group,Position
Male,Ilhoon,Jung Ilhoon,1994-10-04,BtoB,South Korea,,Seoul,,,
Male,Inho,Hwang Inho,1993-06-21,IN2IT,South Korea,,,,,
Male,Inhong,Lee Inhong,2004-11-12,WHIB,South Korea,,,,,
Male,Inpyo,Lee Inpyo,1995-08-14,IN2IT,South Korea,,,,,
Male,Inseong,Kim Inseong,1993-07-12,SF9,South Korea,,,,,
Male,Inseong,Jeong Inseong,1994-07-01,KNK,South Korea,,,,,Main Vocal
Male,Insoo,Kang Insoo,1988-03-10,MYNAME,South Korea,,Suwon,,,
Male,Intak,Hwang Intak,2003-08-31,P1Harmony,South Korea,,,,,
Male,Isaac,Voo Isaak,1994-12-12,IN2IT,Malaysia,,,,,
Male,Ivan,Park Yooseong,2001-10-12,Kingdom,South Korea,,,,,
Male,J-Hoon,Lim Junghoon,1990-07-15,B.I.G,South Korea,,Seoul,,,
Male,J-Hope,Jung Hoseok,1994-02-18,BTS,South Korea,,Gwangju,,,
Male,J-Min,Jeon Minwook,1999-10-16,BAE173,South Korea,,,,,
Male,J-Us,Lee Seungjoon,1995-01-13,ONF,South Korea,,Seoul,,,
Male,J.seph,Kim Taehyung,1992-06-21,KARD,South Korea,USA,,,,
Male,J.YOU,Kim Jaeyu,2000-11-02,TOO,South Korea,,,,,
Male,Jackson,Jackson Wang,1994-03-28,GOT7,Hong Kong,,Hong Kong,,,
Male,Jacob,Bae Joonyoung,1997-05-30,The Boyz,South Korea,Canada,Toronto,,,
Male,Jacob,Zhang Peng,1996-09-07,VAV,China,,,,,
Male,Jae,Park Jaehyung,1992-09-15,DAY6,South Korea,"Argentina,USA",Buenos Aires,,,"Guitarist, Voca;"
Male,Jaebin,Deung Bin,1997-02-13,VARSITY,China,,Hunan,,,
Male,Jaechan,Park Jaechan,2001-12-06,Dongkiz,South Korea,,,,,
Male,Jaeha,Lee Jaehyun,2004-07-01,WHIB,South Korea,,Seoul,,,
Male,Jaehan,Kim Jaehan,1995-07-01,OMEGA X,South Korea,,,,Spectrum,
Male,Jaeho,Kim Jaeho,1992-09-17,HISTORY,South Korea,,,,,
Male,Jaehwan,Kim Jaehwan,1996-05-27,Wanna One,South Korea,,Seoul,,,
Male,Jaehyo,Ahn Jaehyo,1990-12-23,Block B,South Korea,,Busan,,,
Male,Jaehyuk,Yoon Jaehyuk,2001-07-23,Treasure,South Korea,,,,,
Male,Jaehyun,Jung Yoonoh,1997-02-14,NCT,South Korea,,Seoul,"NCT U, NCT 127",,
Male,Jaehyun,Kim Jaehyun,1994-07-15,N.Flying,South Korea,,Seoul,,,Drummer
Male,Jaehyun,Bong Jaehyun,1999-01-04,Golden Child,South Korea,,,,,
Male,Jaehyun,Myung Jaehyun,2003-12-04,BOYNEXTDOOR,South Korea,,,,,
Male,Jaejin,Lee Jaejin,1991-12-17,FTISLAND,South Korea,,Cheongju,,,Bassist
Male,Jaejoong,Kim Jaejoong,1986-01-26,JYJ,South Korea,,Gongju,,TVXQ,
Male,Jaemin,Na Jaemin,2000-08-13,NCT,South Korea,,,NCT Dream,,
Male,Jaemin,Shin Jaemin,1996-06-08,XEED,South Korea,,,,,
Male,Jaeseok,Park Jaeseok,1995-11-20,,South Korea,,,,Golden Child,
Male,Jaeun,Ha Jaeun,1999-09-28,ARGON,South Korea,,,,,
Male,Jaewon,Shin Jaewon,2004-03-02,,South Korea,,,,The Wind,
Male,Jaeyoon,Lee Jaeyoon,1994-08-09,SF9,South Korea,,,,,
Male,Jaeyun,Lee Jaeyun,2000-08-16,TOO,South Korea,,,,,
Male,Jaeyun,Moon Jaeyun,2002-07-02,8TURN,New Zealand,South Korea,,,,
Male,Jahan,Im Jihun,2002-08-01,Kingdom,South Korea,,,,,
Male,Jake,Shim Jaeyoon,2002-11-15,ENHYPEN,South Korea,Australia,,,,
Male,Jangjun,Lee Jangjun,1997-03-03,Golden Child,South Korea,,,,,
Male,Jay,Kim Jinhwan,1994-02-07,iKON,South Korea,,Jeju,,,
Male,Jay,Park Jongsung,2002-04-20,ENHYPEN,South Korea,United States,,,,
Male,Jay Chang,Jay Steven Kapossy,2001-03-08,ONE PACT,USA,,,,M.O.N.T Arena,
Male,Jayder,Kim Junbmin,2002-12-31,WHIB,South Korea,,Yangsan,,,
Male,JB,Im Jaebum,1994-01-06,GOT7,South Korea,,Goyang,,,
Male,Jeff,Lee Jaeho,2005-04-21,EPEX,South Korea,,,,,
Male,Jehyun,Moon Jehyun,1999-04-20,OMEGA X,South Korea,,,,1TEAM,
Male,Jen,Kim Yehyeon,1997-03-27,UNVS,South Korea,,,,,
Male,Jenissi,Kim Taeyang,1991-08-02,,South Korea,,Seoul,,Topp Dogg,
Male,Jeno,Lee Jeno,2000-04-23,NCT,South Korea,,,NCT Dream,,
Male,Jeon Woong,Jeon Woong,1997-10-15,AB6IX,South Korea,,,,,
Male,Jeongeun,Park Jeongeun,2003-04-17,HAWW,South Korea,,Jinju,,,
Male,Jeonggyu,Lim Jeonggyu,1997-11-05,7 O'clock,South Korea,,,,,
Male,Jeonghan,Yoon Jeonghan,1995-10-04,Seventeen,South Korea,,Seoul,,,
Male,Jeonghyeon,Lee Jeonghyeon,2002-09-11,EVNNE,South Korea,,,,,
Male,Jeongkyun,Jeong Jeongkyun,1987-11-27,WE:A,South Korea,,,,"N-Train, Bigflo",
Male,Jeongmin,Lee Jeongmin,1994-02-01,Boyfriend,South Korea,,Suwon,,,
Male,Jeongmin,Woo Jeongmin,2002-05-31,WEUS,South Korea,,,,,
Male,Jeongseung,Park Jeongseung,2002-05-20,D-CRUNCH,South Korea,,,,,
Male,Jeonguk,Kim Jeonguk,1993-03-20,24K,South Korea,,Busan,,,
Male,Jeongwoo,Park Jeongwoo,2004-09-28,Treasure,South Korea,,,,,
Male,Jeongyoon,Woo Jeongyoon,2003-04-11,WEUS,South Korea,,,,,
Male,Jewon,Woo Jewon,1998-11-28,NINE.i,South Korea,,,,,
Male,Ji Eunho,Lee Sangmin,2005-05-21,LUN8,South Korea,,,,,
Male,Ji Hansol,Ji Hansol,1994-11-21,Newkidd,South Korea,,Busan,,UNB,
Male,Jiahn,Yoo Jiahn,1992-04-01,IN2IT,South Korea,,,,,
Male,Jibeom,Kim Jibeom,1999-02-03,Golden Child,South Korea,,,,,
Male,Jiho,Jang Jiho,2004-08-10,NINE.i,South Korea,,Gyeonggi,,,
Male,Jiho,Choi Jiho,2004-06-10,AMPERS&ONE,South Korea,,,,,
Male,Jihoo,Lim Soojung,1998-08-05,IZ,South Korea,,,,,
Male,Jihoo,Park Jihoo,2006-07-14,EVNNE,South Korea,,Dasan,,,
Male,Jihoon,Park Jihoon,1999-05-29,Wanna One,South Korea,,Masan,,,
Male,Jihoon,Park Jihoon,2000-03-14,Treasure,South Korea,,Busan,,,
Male,Jihoon,Han Jihoon,2006-03-28,TWS,South Korea,,,,,
Male,Jihun,Kim Jihun,2000-01-09,BXB,South Korea,,Daegu,,TRCNG,
Male,Jihun,Kim Jihun,1995-02-20,KNK,South Korea,,,,,
Male,Jimin,Park Jimin,1995-10-13,BTS,South Korea,,Busan,,,
Male,Jimin,Kim Jimin,2002-05-01,HAWW,South Korea,,Incheon,,,
Male,Jin,Kim Seokjin,1992-12-04,BTS,South Korea,,Gwacheon,,,
Male,Jin Jin,Park Jinwoo,1996-03-15,ASTRO,South Korea,,Nowon,,,
Male,Jinbeom,Park Jinbeom,2002-04-22,WHIB,South Korea,,Mokpo,,,
Male,Jingyu,Lee Jingyu,1998-04-22,Astin,South Korea,,,,,
Male,Jinho,Jo Jinho,1992-04-17,PENTAGON,South Korea,,,,,
Male,Jinhong,Kim Jinhong,1998-01-02,24K,South Korea,,Seoul,,,
Male,Jinhoo,Kim Jinwook,1995-08-02,,South Korea,,Changwon,,UP10TION,
Male,Jinhwa,Choi Jinhwa,2002-01-15,BLITZERS,South Korea,,,,,
Male,Jinkwon,Kim Jinkwon,2001-01-31,Newkidd,South Korea,,,,,
Male,Jinsik,Han Jinsik,2004-07-30,xikers,South Korea,,Incheon,,,
Male,Jinsu,Park Jinsu,2003-02-05,LUN8,South Korea,,,,,
Male,Jinsung,Jung Jinsung,2002-03-30,1the9,South Korea,,Seoul,,,
Male,Jinu,Kim Jinwoo,1991-09-26,WINNER,South Korea,,Imja,,,
Male,Jinwoo,Lee Jinwoo,2004-09-13,Ghost9,South Korea,,,TEEN TEEN,,
Male,Jinyoung,Jung Jinyoung,1991-11-18,,South Korea,,Chungju,,B1A4,
Male,Jinyoung,Park Jinyoung,1994-09-22,GOT7,South Korea,,Changwon,,,
Male,Jinyoung,Bae Jinyoung,2000-05-10,CIX,South Korea,,Seoul,,Wanna One,
Male,Jinyoung,Woo Jinyoung,1997-05-31,D1CE,South Korea,,,,,
Male,Jisan,Choi Jinsang,1999-11-03,Hot Blood Youth,South Korea,,,,,
Male,Jisu,Choi Jisu,2000-01-19,TOO,South Korea,,,,,
Male,Jisung,Park Jisung,2002-02-05,NCT,South Korea,,,NCT Dream,,
Male,Jisung,Yoon Jisung,1991-03-08,Wanna One,South Korea,,Wonju,,,
Male,Jisung,Kim Jisung,2000-12-21,TRCNG,South Korea,,,,,
Male,Jiung,Choi Jiwoong,2001-10-07,P1Harmony,South Korea,,,,,
Male,Jiwoong,Kim Jiwoong,1998-12-14,ZEROBASEONE,South Korea,,Wonju,,,
Male,JJ,Jun Jihyeok,1998-12-11,DUSTIN,South Korea,,,,,
Male,JM,Chu Jimin,2001-10-11,JUST B,South Korea,,,,,
Male,Jo,,2008-02-04,DXMON,South Korea,,,,,
Male,Johnny,John Seo,1995-02-09,NCT,USA,,Chicago,NCT 127,,
Male,Jongho,Choi Jongho,2000-10-12,ATEEZ,South Korea,,,,,
Male,Jonghoon,Choi Jonghoon,1990-03-07,FTISLAND,South Korea,,Seoul,,,Guitarist
Male,Jonghwan,Jo Jonghwan,1992-11-23,FAVE1,South Korea,,Seoul,,100.00%,
Male,Jonghyeong,Kim Jonghyeong,2002-04-13,Dongkiz,South Korea,,,,,
Male,Jonghyun,Lee Jonghyun,1990-05-15,CNBLUE,South Korea,,Busan,,,Guitarist
Male,Jonghyun�,Kim Jonghyun,1990-04-08,,South Korea,,Seoul,,SHINee,
Male,Jongseob,Kim Jongseob,2005-11-19,P1Harmony,South Korea,,,,,
Male,Jongup,Moon Jongup,1995-02-06,B.A.P,South Korea,,Seoul,,,
Male,Jongwoo,Yoon Jongwoo,2000-06-12,ONE PACT,South Korea,,Seoul,,Black Level,
Male,Jooan,Im Jimyoung,1996-10-04,We In The Zone,South Korea,,Dongtan,,,
Male,Joochan,Hong Joochan,1999-07-31,Golden Child,South Korea,,,,,
Male,Jooheon,Lee Jooheon,1994-10-06,MONSTA X,South Korea,,Daegu,,,
Male,Joohyoung,Kim Joohyoung,2003-03-15,NINE.i,South Korea,,,,,
Male,Jooyeon,Lee Jooyeon,2002-09-12,Xdinary Heroes,South Korea,,Ansan,,,
Male,Joshua,Hong Jisoo,1995-12-30,Seventeen,USA,South Korea,Los Angeles,,,
Male,JR,Kim Jonghyun,1995-06-08,NU'EST,South Korea,,Gangwon,NU'EST W,,
Male,Ju-ne,Koo Junhoe,1997-03-31,iKON,South Korea,,Seoul,,,
Male,Juhaknyeon,Ju Haknyeon,1999-03-09,The Boyz,South Korea,,Jeju,,,
Male,Juhan,Hong Seunghyun,2001-06-21,BLITZERS,South Korea,,,,,
Male,Juho,Yang Zuho,2004-03-04,HAWW,South Korea,,Seoul,,,
Male,Jukang,Lee Hyowon,2002-11-22,JWiiver,South Korea,,Daegu,,,
Male,Jun,Weng Junhui,1996-06-10,Seventeen,China,,Shenzen,,,
Male,Jun,Lee Junyoung,1997-01-22,U-KISS,South Korea,,,,,
Male,Jun,Park Junhee,1994-06-02,A.C.E,South Korea,,Jeolla,,,
Male,Jun H.,Im Joonhyun,1991-08-28,UNVS,South Korea,,,,,
Male,Jun Han,Han Hyeongjun,2002-08-18,Xdinary Heroes,South Korea,,Gimhae,,,
Male,Jun Jin,Park Choongjae,1980-08-19,Shinhwa,South Korea,,Seoul,,,
Male,Jun. K,Kim Minjun,1988-01-15,02:00:00 PM,South Korea,,Daegu,,,
Male,June,Lee Junyoung,2003-06-16,BXB,South Korea,,Busan,,,
Male,Jungbin,Lim Jungbin,2003-07-22,POW,South Korea,,,,,
Male,Junghoon,Lee Junghoon,2000-07-04,1TEAM,South Korea,,,,,
Male,Junghoon,Han Jeonghoon,2000-02-14,OMEGA X,South Korea,,,,ENOi,
Male,Junghoon,Kim Junghoon,2005-07-05,xikers,South Korea,,,,,
Male,Junghun,Jang Junghun,1999-02-27,Astin,South Korea,,,,,
Male,Junghwan,So Junghwan,2005-02-18,Treasure,South Korea,,,,,
Male,Junghyun,Mun Junghyun,2005-03-31,EVNNE,South Korea,,Seoul,,,
Male,Jungkook,Jeon Jungkook,1997-09-01,BTS,South Korea,,Busan,,,
Male,Jungmo,Koo Jungmo,2000-02-05,CRAVITY,South Korea,,,,,
Male,Jungshin,Lee Jungshin,1991-09-15,CNBLUE,South Korea,,,,,Bassist
Male,Jungsu,Kim Jungsu,2001-06-26,Xdinary Heroes,South Korea,,Ilsan,,,
Male,Jungwon,Yang Jungwon,2004-02-09,ENHYPEN,South Korea,,,,,
Male,Jungwoo,Kim Jungwoo,1998-02-19,NCT,South Korea,,,,,
Male,Junho,Lee Junho,1990-01-25,02:00:00 PM,South Korea,,Ilsan,,,
Male,Junho,Cha Junho,2002-07-09,DRIPPIN,South Korea,,,,X1,
Male,Junhyeok,Kim Junhyeok,1993-07-17,,South Korea,,,,DAY6,Keyboardist
Male,Junhyeok,Cheon Junhyeok,2004-09-20,TNX,South Korea,,Gyeonggi,,,
Male,Junhyoung,Oh Junhyoung,2001-04-14,CMDM,South Korea,,,,,
Male,Junhyuk,Choi Junhyuk,1992-04-21,HOTSHOT,South Korea,,Ulsan,,,
Male,Junhyuk,Lee Junhyuk,2000-05-16,Mirae,South Korea,,Seoul,,,
Male,Junhyung,Yong Junyung,1989-12-19,Highlight,South Korea,,Seoul,,Beast,
Male,Junhyung,Son Junhyung,2000-10-21,Ghost9,South Korea,,,,,
Male,Junji,Kim Junhyung,1998-04-06,OnlyOneOf,South Korea,,,,,
Male,Junkyu,Kim Junkyu,2000-09-09,Treasure,South Korea,,,,,
Male,Junmin,Ryu Junmin,2003-04-05,ATBO,South Korea,,Jinju,,,
Male,Junmin,Park Junmin,2003-05-24,xikers,South Korea,,Seoul,,,
Male,JunQ,Kang Junkyu,1993-08-09,MYNAME,South Korea,,Uljeongbu,,,
Male,Junseo,Kim Junseo,2001-11-20,WEi,South Korea,,Ulsan,,1the9,
Male,Junseo,Hwang Junseo,2001-01-16,DKB,South Korea,,,,,
Male,Junseo,Park Junseo,2001-12-28,BAE173,South Korea,,,,,
Male,Junseok,Oh Junseok,2003-03-03,ATBO,South Korea,,Jeju,,,
Male,Junseong,Choi Junseong,2002-09-29,Ghost9,South Korea,,,,,
Male,Juntae,Kim Juntae,1995-09-04,MY.st,South Korea,,,,,
Male,Junwoo,Sim Junwoo,2003-09-21,LUN8,South Korea,,,,,
Male,Junwook,Kim Junwook,2002-01-10,TheEastLight,South Korea,,,,,
Male,Junyoung,Lee Junyoung,2000-09-23,IZ,South Korea,,,,,
Male,Juyeon,Lee Juyeon,1998-01-16,The Boyz,South Korea,,,,,
Male,K-Soul,Liu Zekai,2000-10-19,FANTASY BOYS,China,,,,,
Male,Kaedan,Kaedan Keonwoo Nam,2009-03-24,FANTASY BOYS,South Korea,,,,,
Male,Kai,Kim Jongin,1994-01-14,EXO,South Korea,,Suncheon,SuperM,,
Male,Kain,Bang Junho,1997-03-25,ARGON,South Korea,,,,,
Male,Kairi,Imai Kairi,2003-02-24,T1419,Japan,,,,,
Male,Kamden,Kamden Winston Na,2001-06-09,AMPERS&ONE,USA,South Korea,Seattle,,,
Male,Kanghyun,Kang Hyungu,1998-11-24,Onewe,South Korea,,,,MAS,
Male,Kangin,Kim Youngwoon,1985-01-17,,South Korea,,Seoul,,Super Junior,
Male,Kangmin,Noh Kangmin,1999-09-05,Romeo,South Korea,,,,,
Male,Kangmin,Yoo Kangmin,2003-01-25,Verivery,South Korea,,,,,
Male,Kangsung,Lee Kangsung,2002-08-08,Ghost9,South Korea,,,,,
Male,KB,Shin Kyubin,1994-04-23,OnlyOneOf,South Korea,,,,,
Male,Keeho,Yoon Kiho,2001-09-27,P1Harmony,Canada,,,,,
Male,Keita,Terazono Keita,2001-07-04,Ciipher,Japan,,,EVNNE,,
Male,Ken,Lee Jaehwan,1992-04-06,VIXX,South Korea,,Seoul,,,
Male,Kenta,Takada Kenta,1995-01-10,JBJ,Japan,,Fujioka,,,
Male,Keon,Kim Keon,2001-02-16,WEUS,South Korea,,,,BLACK LEVEL,
Male,Keonhee,Lee Keonhee,1998-06-27,Oneus,South Korea,,,,,
Male,Keonwoo,Kim Keonwoo,1996-12-17,MY.st,South Korea,,,,,
Male,Keum,Keum Donghyun,2003-05-14,EPEX,South Korea,,Okcheon,,,
Male,Kevin,Christopher Woo,1991-11-25,U-KISS,USA,South Korea,Los Angeles,,,
Male,Kevin,Kevin Jiyeop Kim,1988-02-23,ZE:A,South Korea,Australia,Sydney,,,
Male,Kevin,Moon Hyungseo,1998-02-23,The Boyz,Canada,South Korea,,,,
Male,Kevin,Park Jinwoo,2000-01-12,OMEGA X,South Korea,,,,ENOi,
Male,Kevin,Baek Seungbin,2001-04-08,T1419,South Korea,,,,,
Male,Key,Kim Kibum,1991-09-23,SHINee,South Korea,,Daegu,Toheart,,
Male,Khael,Lee Sangmin,2002-01-18,Mirae,South Korea,,,,,
Male,Kibum,Kim Kibum,1987-08-21,,South Korea,,Seoul,,Super Junior,
Male,Kichun,Hwang Kichun,1992-03-14,WE:A,South Korea,,,,Bigflo,
Male,Kid,Kim Junhoe,1995-10-26,VARSITY,South Korea,,,,,
Male,Kidoh,Jin Hyosang,1992-12-16,,South Korea,,Seoul,,Topp Dogg,
Male,Kihyun,Yoo Kihyun,1993-11-22,MONSTA X,South Korea,,Goyang,,,
Male,Kim Sanggyun,Kim Sanggyun,1995-05-23,JBJ95,South Korea,,Gwangju,JBJ,"Topp Dogg, XENO-T",
Male,Kim Yoon,Kim Seongsu,1994-02-17,DUSTIN,South Korea,,,,,
Male,Kino,Kang Hyungku,1998-01-27,PENTAGON,South Korea,,,,,
Male,Kio,Udo Musashi,2004-11-28,T1419,South Korea,,,,,
Male,Kiseop,Lee Kiseop,1991-01-17,U-KISS,South Korea,,Seongnam,,,
Male,Kisu,Choi Kisu,1990-10-02,24K,South Korea,,Seoul,,,
Male,Kiwon,Lee Kiwon,1996-06-27,GIDONGDAE,South Korea,,,,RAINZ,
Male,Kongyeol,Go Minsoo,1996-05-19,UP10TION,South Korea,,Bucheon,,,
Male,Kookheon,Kim Kookheon,1997-04-15,B.O.Y,South Korea,,,,MYTEEN,
Male,Kris,Wu Yifan,1990-11-06,,Canada,China,Guangzhou,,EXO,
Male,Kuhn,Noh Sooil,1995-11-11,UP10TION,South Korea,,Ansan,,,
Male,Kun,Qian Kun,1996-01-01,NCT,China,,,,,
Male,Kwanghee,Hwang Kwanghee,1988-08-25,ZE:A,South Korea,,Paju,,,
Male,Kwangjin,Kwon Kwangjin,1992-08-12,N.Flying,South Korea,,Seoul,,CNBLUE,Bassist
Male,Kwangmin,Jo Kwangmin,1995-04-24,Boyfriend,South Korea,,Anyang,,,
Male,Kyeongheon,Yoon Kyeongheon,1998-01-06,We In The Zone,South Korea,,Suncheon,,,
Male,Kyle,Ma Jaekyung,1997-01-15,Romeo,South Korea,,,,,
Male,Kyrell,Kyrell Choi,2005-07-03,AMPERS&ONE,USA,South Korea,Seattle,,,
Male,Kyuhwan,Lee Kyuhwan,1994-09-18,SIGNAL,South Korea,,,,E7,
Male,Kyuhyuk,Shim Kyuhyuk,1995-01-11,Hot Blood Youth,South Korea,,,,,
Male,Kyuhyun,Cho Kyuhyun,1988-02-03,Super Junior,South Korea,,Seoul,Super Junior-M,,
Male,Kyungho,Jang Kyungho,2001-05-07,TOO,South Korea,,,,,
Male,Kyungil,Song Kyungil,1987-11-28,HISTORY,South Korea,,,,,
Male,Kyungjun,Woo Kyungjun,2002-08-30,TNX,South Korea,,Seoul,,,
Male,Kyungmin,Jo Kyungmin,2004-10-28,8TURN,South Korea,,Gyeonggi,,,
Male,Kyungmin,Lee Kyungmin,2007-10-02,TWS,South Korea,,,,,
Male,Kyungmun,Lim Kyungmun,2003-06-29,YOUNITE,South Korea,,,,,
Male,Kyungyoon,Lee Kyungyoon,2000-02-21,Dongkiz,South Korea,,,,,
Male,L,Kim Myungsoo,1992-03-13,Infinite,South Korea,,Seoul,Infinite F,,
Male,L.Joe,Lee Byunghun,1993-11-23,,South Korea,,Gunsan,,Teen Top,
Male,Lai Kuanlin,Lai Kuanlin,2001-09-23,Wanna One,Taiwan,,New Taipei,,,
Male,Laon,Shin Kyuhyun,1995-12-19,ENOi,South Korea,,,,,
Male,Laun,Kim Minseok,1999-08-12,,South Korea,,Seongsan,,ONF,
Male,Lay,Zhang Yixing,1991-10-07,EXO,China,,Changsa,,,
Male,Lee Hoo,Moon Junyoung,1989-02-09,ZE:A,South Korea,,Seoul,,,
Male,Lee Hyeop,Lee Hyeop,1999-08-13,DRIPPIN,South Korea,,,,,
Male,Lee Joon,Lee Changseon,1988-02-07,,South Korea,,Seoul,,MBLAQ,
Male,Lee Know,Lee Minho,1998-10-25,Stray Kids,South Korea,,Gimpo,,,
Male,Leedo,Kim Geonhak,1997-07-26,Oneus,South Korea,,,,,
Male,Leehan,Kim Donghyun,2004-10-20,BOYNEXTDOOR,South Korea,,,,,
Male,Leejeong,Jeon Leejeong,2003-09-08,WHIB,South Korea,,,,,
Male,Leeteuk,Park Jeongsu,1983-07-01,Super Junior,South Korea,,Seoul,,,
Male,Leo,Jung Taekwon,1990-11-10,VIXX,South Korea,,Seoul,VIXX LR,,
Male,Leo,Hayase Leo,2002-10-08,T1419,Japan,,,,,
Male,Leo,,2002-06-15,XODIAC,Hong Kong,,Hong Kong,,,
Male,Leon,Kim Donghyun,2000-07-25,TRENDZ,South Korea,,,,,
Male,Lew,Lee Euiwoong,2001-04-05,TEMPEST,South Korea,,,HyeongseopXEuiwoong,,
Male,Lex,Jeon Hyungmin,1993-01-12,Bigflo,South Korea,,,,,
Male,Lex,Zo Doohyun,2000-03-16,XODIAC,South Korea,,Gyeongsangbuk,,,
Male,Lien,Shimada Sho,1998-03-11,Mirae,Japan,,Osaka,,,
Male,Lim Jimin,Lim Jimin,2001-05-22,JUST B,South Korea,,,,,
Male,Ling Qi,Ling Qi,2002-06-04,FANTASY BOYS,China,,,,,
Male,Longguo,Jin Longguo,1996-03-02,JBJ,China,,Heilong,,,
Male,Lou,Kim Hosung,1996-12-21,VAV,South Korea,,,,,
Male,Loudi,Won Jihoon,1996-04-13,14U,Indonesia,"South Korea, China",,,,
Male,Louii,Park Seonghoon,2004-03-06,HAWW,South Korea,,Gwangju,,,
Male,Louis,Kim Taewoo,1999-04-23,BLANK2Y,South Korea,,,,1the9,
Male,Louis,Yang Dongsik,2001-04-08,Kingdom,South Korea,,,,,
Male,Love,Park Jisung,1994-01-17,,South Korea,,,,OnlyOneOf,
Male,Lucas,Wong Junghei,1999-01-25,,Hong Kong,,,SuperM,NCT,
Male,Luha,Lee Gyeonghun,1993-02-15,14U,South Korea,,,,,
Male,Luhan,Lu Han,1990-04-20,,China,,Haidian,,EXO,
Male,Lune,Jung Sungmin,2000-02-27,DKB,South Korea,,,,,
Male,Lutan,Choi Gyeongseok,2003-12-06,BLITZERS,South Korea,,,,,
Male,Mackiyah,Mackiah Yejun Mercer,2006-01-21,AMPERS&ONE,Australia,South Korea,Sydney,,,
Male,Manny,Syo Dongchun,2001-11-17,VARSITY,China,,,,,
Male,Marco,Lee Hyunggeun,1994-05-11,Hot Blood Youth,South Korea,,,,,
Male,Mark,Mark Lee,1999-08-02,NCT,Canada,,Vancouver,"NCT U, NCT 127, NCT Dream, SuperM",,
Male,Mark,Mark Yien Tuan,1993-09-04,GOT7,USA,Taiwan,Los Angeles,,,
Male,Mashiho,Takata Mashiho,2001-03-25,Treasure,Japan,,,,,
Male,Matthew,Seok Matthew,2002-05-28,ZEROBASEONE,Canada,South Korea,Vancouver,,,
Male,Max Changmin,Shim Changmin,1988-02-18,TVXQ,South Korea,,Seoul,,,
Male,Mikey,Morisaki Daisuke,2001-05-05,BLANK2Y,Japan,,Hyogo,,,
Male,Mill,Lee Yongsoo,1999-03-30,OnlyOneOf,South Korea,,,,,
Male,Milo,Kim Minhak,1996-08-20,Romeo,South Korea,,,,,
Male,Min,Lee Mincheon,1997-10-16,We In The Zone,South Korea,,Seoul,,,
Male,Minchan,Hong Minchan,1998-09-16,Verivery,South Korea,,,,,
Male,Mingi,Son Mingi,1999-08-09,ATEEZ,South Korea,,,,,
Male,Mingyu,Kim Mingyu,1997-04-06,Seventeen,South Korea,,Anyang,,,
Male,Minhee,Kang Minhee,2002-09-17,CRAVITY,South Korea,,,,X1,
Male,Minho,Choi Minho,1991-12-09,SHINee,South Korea,,Incheon,,,
Male,Minho,Lee Minho,1995-09-04,MY.st,South Korea,,,,,
Male,Minho,Yang Minho,2002-10-14,8TURN,South Korea,,,,,
Male,Minhwan,Choi Minhwan,1992-11-11,FTISLAND,South Korea,,Seoul,,,Drummer
Male,Minhyuk,Lee Minhyuk,1990-11-29,BtoB,South Korea,,Seoul,,,
Male,Minhyuk,Lee Minhyuk,1993-11-03,MONSTA X,South Korea,,,,,
Male,Minhyuk,Kang Minhyuk,1991-06-28,CNBLUE,South Korea,,Ilsan,,,Drummer
Male,Minhyuk,Kim Minhyuk,1999-11-06,D-CRUNCH,South Korea,,,,,
Male,Minhyuk,Yoon Minhyuk,2001-07-11,WEUS,South Korea,,,,,
Male,Minhyun,Hwang Minhyun,1995-08-09,NU'EST,South Korea,,Busan,NU'EST,Wanna One,
Male,Minjae,Jo Minjae,1994-08-08,Spectrum,South Korea,,,,,
Male,Minjae,Song Minjae,2003-08-23,MCND,South Korea,,,,,
Male,Minjae,Kim Minjae,2003-04-10,xikers,South Korea,,Seoul,,,
Male,Minjae,Baek Minjae,2003-07-09,DXMON,South Korea,,,,,
Male,Minjun,Kim Minjun,1999-02-26,NINE.i,South Korea,,,,,
Male,Mino,Song Minho,1993-03-30,WINNER,South Korea,,Yongin,,,
Male,Minpyo,Gook Minpyo,1994-11-15,B.I.G,South Korea,,Gwangju,,,
Male,Minseo,Kim Minseo,2002-05-13,DRIPPIN,South Korea,,,,,
Male,Minseo,Kang Minseo,2001-07-22,FANTASY BOYS,South Korea,,,,,
Male,Minsu,Park Minsu,1993-04-15,Boys Republic,South Korea,,Gwangju,,,
Male,Minsu,Kim Minsu,2000-03-20,TOO,South Korea,,,,,
Male,Minsung,Kim Minhwi,1996-12-24,Romeo,South Korea,,,,,
Male,Minwoo,No Minwoo,1995-07-31,Boyfriend,South Korea,,Anyang,,,
Male,Minwoo,Ha Minwoo,1990-09-06,ZE:A,South Korea,,Yangsan,,,
Male,Minwoo,Lee Minwoo,1979-07-28,Shinhwa,South Korea,,Namwon,,,
Male,Minwoo�,Seo Minwoo,1985-02-08,100.00%,South Korea,,Daegu,,,
Male,Minyong,Kang Minyong,2003-09-06,HAWW,South Korea,,Suwon,,,
Male,Mir,Bang Cheolyong,1991-03-10,MBLAQ,South Korea,,Bukhamyeon,,,
Male,Mir,Lee Yoonsang,2000-03-06,Astin,South Korea,,,,,
Male,MJ,Kim Myungjun,1994-03-05,ASTRO,South Korea,,Nowon,,,
